cshapes_cntry_name,year,sum
Portugal,1988,1
Portugal,1989,1
Portugal,1990,1
Portugal,1991,1
Portugal,1992,1
Portugal,1993,1
Portugal,1994,1
Portugal,1995,1
Portugal,1996,1
Portugal,1997,1
Portugal,1998,1
Portugal,1999,1
Portugal,2000,1
Portugal,2001,1
Portugal,2002,1
Portugal,2003,1
Portugal,2004,1
Portugal,2005,1
Portugal,2006,1
Portugal,2007,1
Portugal,2008,1
Portugal,2009,1
Portugal,2010,1
Portugal,2011,1
Portugal,2012,1
Portugal,2013,2
Romania,1968,1
Romania,1969,1
Romania,1970,4
Romania,1971,6
Romania,1972,9
Romania,1973,12
Romania,1974,12
Romania,1975,12
Romania,1976,12
Romania,1977,14
Romania,1978,15
Romania,1979,15
Romania,1980,16
Romania,1981,16
Romania,1982,17
Romania,1983,19
Romania,1984,19
Romania,1985,21
Romania,1986,21
Romania,1987,21
Romania,1988,21
Romania,1989,23
Romania,1990,25
Romania,1991,25
Romania,1992,25
Romania,1993,26
Romania,1994,26
Romania,1995,27
Romania,1996,27
Romania,1997,27
Romania,1998,27
Romania,1999,28
Romania,2000,28
Romania,2001,28
Romania,2002,28
Romania,2003,29
Romania,2004,29
Romania,2005,29
Romania,2006,29
Romania,2007,29
Romania,2008,30
Romania,2009,30
Romania,2010,30
Romania,2011,30
Romania,2012,30
Romania,2013,30
Russia,1993,1
Russia,1994,2
Russia,1995,3
Russia,1996,5
Russia,1997,7
Russia,1998,7
Russia,1999,8
Russia,2000,9
Russia,2001,10
Russia,2002,11
Russia,2003,11
Russia,2004,14
Russia,2005,14
Russia,2006,15
Russia,2007,16
Russia,2008,17
Russia,2009,17
Russia,2010,18
Russia,2011,19
Russia,2012,20
Russia,2013,21
Rwanda,2004,1
Rwanda,2005,1
Rwanda,2006,1
Rwanda,2007,1
Rwanda,2008,1
Rwanda,2009,1
Rwanda,2010,1
Rwanda,2011,1
Rwanda,2012,1
Rwanda,2013,1
Saudi Arabia,1993,1
Saudi Arabia,1994,1
Saudi Arabia,1995,2
Saudi Arabia,1996,2
Saudi Arabia,1997,2
Saudi Arabia,1998,2
Saudi Arabia,1999,2
Saudi Arabia,2000,2
Saudi Arabia,2001,2
Saudi Arabia,2002,2
Saudi Arabia,2003,2
Saudi Arabia,2004,2
Saudi Arabia,2005,3
Saudi Arabia,2006,3
Saudi Arabia,2007,3
Saudi Arabia,2008,3
Saudi Arabia,2009,4
Saudi Arabia,2010,4
Saudi Arabia,2011,4
Saudi Arabia,2012,5
Saudi Arabia,2013,5
Senegal,1990,1
Senegal,1991,1
Senegal,1992,1
Senegal,1993,1
Senegal,1994,1
Senegal,1995,2
Senegal,1996,2
Senegal,1997,2
Senegal,1998,2
Senegal,1999,2
Senegal,2000,2
Senegal,2001,2
Senegal,2002,2
Senegal,2003,2
Senegal,2004,2
Senegal,2005,2
Senegal,2006,2
Senegal,2007,2
Senegal,2008,2
Senegal,2009,2
Senegal,2010,2
Senegal,2011,2
Senegal,2012,2
Senegal,2013,2
Sierra Leone,1988,1
Sierra Leone,1989,1
Sierra Leone,1990,1
Sierra Leone,1991,1
Sierra Leone,1992,2
Sierra Leone,1993,2
Sierra Leone,1994,3
Sierra Leone,1995,3
Sierra Leone,1996,3
Sierra Leone,1997,3
Sierra Leone,1998,3
Sierra Leone,1999,3
Sierra Leone,2000,3
Sierra Leone,2001,3
Sierra Leone,2002,3
Sierra Leone,2003,3
Sierra Leone,2004,3
Sierra Leone,2005,3
Sierra Leone,2006,3
Sierra Leone,2007,3
Sierra Leone,2008,3
Sierra Leone,2009,4
Sierra Leone,2010,4
Sierra Leone,2011,4
Sierra Leone,2012,4
Sierra Leone,2013,4
Singapore,1967,1
Singapore,1968,1
Singapore,1969,1
Singapore,1970,1
Singapore,1971,1
Singapore,1972,1
Singapore,1973,1
Singapore,1974,1
Singapore,1975,1
Singapore,1976,1
Singapore,1977,2
Singapore,1978,3
Singapore,1979,4
Singapore,1980,4
Singapore,1981,4
Singapore,1982,4
Singapore,1983,4
Singapore,1984,4
Singapore,1985,6
Singapore,1986,8
Singapore,1987,8
Singapore,1988,9
Singapore,1989,9
Singapore,1990,12
Singapore,1991,12
Singapore,1992,12
Singapore,1993,12
Singapore,1994,13
Singapore,1995,15
Singapore,1996,15
Singapore,1997,17
Singapore,1998,17
Singapore,1999,17
Singapore,2000,19
Singapore,2001,19
Singapore,2002,20
Singapore,2003,20
Singapore,2004,20
Singapore,2005,20
Singapore,2006,20
Singapore,2007,21
Singapore,2008,21
Singapore,2009,21
Singapore,2010,22
Singapore,2011,23
Singapore,2012,24
Singapore,2013,25
Slovakia,1995,1
Slovakia,1996,2
Slovakia,1997,2
Slovakia,1998,2
Slovakia,1999,2
Slovakia,2000,2
Slovakia,2001,2
Slovakia,2002,2
Slovakia,2003,2
Slovakia,2004,3
Slovakia,2005,3
Slovakia,2006,3
Slovakia,2007,3
Slovakia,2008,3
Slovakia,2009,3
Slovakia,2010,3
Slovakia,2011,3
Slovakia,2012,4
Slovakia,2013,4
Slovenia,1993,1
Slovenia,1994,1
Slovenia,1995,1
Slovenia,1996,1
Slovenia,1997,1
Slovenia,1998,1
Slovenia,1999,1
Slovenia,2000,1
Slovenia,2001,1
Slovenia,2002,1
Slovenia,2003,1
Slovenia,2004,1
Slovenia,2005,2
Slovenia,2006,2
Slovenia,2007,2
Slovenia,2008,2
Slovenia,2009,2
Slovenia,2010,2
Slovenia,2011,2
Slovenia,2012,2
Slovenia,2013,2
South Africa,1974,1
South Africa,1975,2
South Africa,1976,2
South Africa,1977,2
South Africa,1978,3
South Africa,1979,4
South Africa,1980,4
South Africa,1981,5
South Africa,1982,6
South Africa,1983,7
South Africa,1984,9
South Africa,1985,10
South Africa,1986,11
South Africa,1987,11
South Africa,1988,11
South Africa,1989,11
South Africa,1990,13
South Africa,1991,15
South Africa,1992,15
South Africa,1993,15
South Africa,1994,15
South Africa,1995,15
South Africa,1996,15
South Africa,1997,16
South Africa,1998,16
South Africa,1999,16
South Africa,2000,17
South Africa,2001,17
South Africa,2002,17
South Africa,2003,17
South Africa,2004,17
South Africa,2005,17
South Africa,2006,18
South Africa,2007,19
South Africa,2008,20
South Africa,2009,21
South Africa,2010,21
South Africa,2011,23
South Africa,2012,23
South Africa,2013,23
South Korea,1970,1
South Korea,1971,2
South Korea,1972,2
South Korea,1973,3
South Korea,1974,3
South Korea,1975,3
South Korea,1976,3
South Korea,1977,3
South Korea,1978,4
South Korea,1979,5
South Korea,1980,7
South Korea,1981,7
South Korea,1982,7
South Korea,1983,8
South Korea,1984,9
South Korea,1985,10
South Korea,1986,11
South Korea,1987,12
South Korea,1988,13
South Korea,1989,14
South Korea,1990,15
South Korea,1991,16
South Korea,1992,17
South Korea,1993,19
South Korea,1994,20
South Korea,1995,21
South Korea,1996,22
South Korea,1997,22
South Korea,1998,23
South Korea,1999,23
South Korea,2000,24
South Korea,2001,25
South Korea,2002,25
South Korea,2003,28
South Korea,2004,30
South Korea,2005,33
South Korea,2006,35
South Korea,2007,37
South Korea,2008,39
South Korea,2009,42
South Korea,2010,43
South Korea,2011,45
South Korea,2012,46
South Korea,2013,47
Spain,1979,1
Spain,1980,1
Spain,1981,2
Spain,1982,2
Spain,1983,3
Spain,1984,4
Spain,1985,5
Spain,1986,6
Spain,1987,6
Spain,1988,7
Spain,1989,7
Spain,1990,8
Spain,1991,8
Spain,1992,9
Spain,1993,9
Spain,1994,9
Spain,1995,9
Spain,1996,10
Spain,1997,10
Spain,1998,10
Spain,1999,10
Spain,2000,10
Spain,2001,10
Spain,2002,10
Spain,2003,10
Spain,2004,10
Spain,2005,10
Spain,2006,10
Spain,2007,10
Spain,2008,11
Spain,2009,11
Spain,2010,11
Spain,2011,12
Spain,2012,12
Spain,2013,12
Sri Lanka,1968,1
Sri Lanka,1969,1
Sri Lanka,1970,1
Sri Lanka,1971,1
Sri Lanka,1972,1
Sri Lanka,1973,1
Sri Lanka,1974,1
Sri Lanka,1975,1
Sri Lanka,1976,1
Sri Lanka,1977,2
Sri Lanka,1978,2
Sri Lanka,1979,2
Sri Lanka,1980,2
Sri Lanka,1981,2
Sri Lanka,1982,2
Sri Lanka,1983,2
Sri Lanka,1984,2
Sri Lanka,1985,2
Sri Lanka,1986,2
Sri Lanka,1987,2
Sri Lanka,1988,2
Sri Lanka,1989,2
Sri Lanka,1990,3
Sri Lanka,1991,3
Sri Lanka,1992,3
Sri Lanka,1993,3
Sri Lanka,1994,3
Sri Lanka,1995,3
Sri Lanka,1996,4
Sri Lanka,1997,4
Sri Lanka,1998,4
Sri Lanka,1999,4
Sri Lanka,2000,4
Sri Lanka,2001,4
Sri Lanka,2002,4
Sri Lanka,2003,4
Sri Lanka,2004,4
Sri Lanka,2005,5
Sri Lanka,2006,6
Sri Lanka,2007,6
Sri Lanka,2008,6
Sri Lanka,2009,6
Sri Lanka,2010,6
Sri Lanka,2011,6
Sri Lanka,2012,6
Sri Lanka,2013,6
Sudan,1988,1
Sudan,1989,1
Sudan,1990,1
Sudan,1991,1
Sudan,1992,1
Sudan,1993,1
Sudan,1994,1
Sudan,1995,1
Sudan,1996,1
Sudan,1997,1
Sudan,1998,1
Sudan,1999,1
Sudan,2000,1
Sudan,2001,1
Sudan,2002,1
Sudan,2003,1
Sudan,2004,1
Sudan,2005,1
Sudan,2006,1
Sudan,2007,1
Sudan,2008,1
Sudan,2009,1
Sudan,2010,1
Sudan,2011,1
Sudan,2012,1
Sudan,2013,1
Sweden,1968,1
Sweden,1969,1
Sweden,1970,2
Sweden,1971,2
Sweden,1972,2
Sweden,1973,2
Sweden,1974,2
Sweden,1975,2
Sweden,1976,2
Sweden,1977,2
Sweden,1978,2
Sweden,1979,2
Sweden,1980,3
Sweden,1981,3
Sweden,1982,3
Sweden,1983,3
Sweden,1984,4
Sweden,1985,5
Sweden,1986,5
Sweden,1987,5
Sweden,1988,6
Sweden,1989,6
Sweden,1990,6
Sweden,1991,6
Sweden,1992,6
Sweden,1993,6
Sweden,1994,6
Sweden,1995,6
Sweden,1996,6
Sweden,1997,6
Sweden,1998,6
Sweden,1999,6
Sweden,2000,6
Sweden,2001,6
Sweden,2002,6
Sweden,2003,6
Sweden,2004,6
Sweden,2005,6
Sweden,2006,6
Sweden,2007,6
Sweden,2008,6
Sweden,2009,6
Sweden,2010,6
Sweden,2011,6
Sweden,2012,6
Sweden,2013,6
Switzerland,2009,1
Switzerland,2010,1
Switzerland,2011,1
Switzerland,2012,1
Switzerland,2013,1
Syria,1994,1
Syria,1995,1
Syria,1996,1
Syria,1997,1
Syria,1998,1
Syria,1999,1
Syria,2000,1
Syria,2001,1
Syria,2002,1
Syria,2003,1
Syria,2004,1
Syria,2005,2
Syria,2006,2
Syria,2007,3
Syria,2008,4
Syria,2009,4
Syria,2010,4
Syria,2011,4
Syria,2012,4
Syria,2013,4
Taiwan,1967,1
Taiwan,1968,3
Taiwan,1969,5
Taiwan,1970,7
Taiwan,1971,10
Taiwan,1972,11
Taiwan,1973,12
Taiwan,1974,13
Taiwan,1975,13
Taiwan,1976,13
Taiwan,1977,13
Taiwan,1978,15
Taiwan,1979,16
Taiwan,1980,17
Taiwan,1981,19
Taiwan,1982,20
Taiwan,1983,22
Taiwan,1984,24
Taiwan,1985,26
Taiwan,1986,27
Taiwan,1987,30
Taiwan,1988,32
Taiwan,1989,32
Taiwan,1990,32
Taiwan,1991,32
Taiwan,1992,34
Taiwan,1993,34
Taiwan,1994,34
Taiwan,1995,34
Taiwan,1996,34
Taiwan,1997,35
Taiwan,1998,35
Taiwan,1999,35
Taiwan,2000,35
Taiwan,2001,35
Taiwan,2002,35
Taiwan,2003,35
Taiwan,2004,35
Taiwan,2005,35
Taiwan,2006,35
Taiwan,2007,36
Taiwan,2008,36
Taiwan,2009,36
Taiwan,2010,37
Taiwan,2011,38
Taiwan,2012,39
Taiwan,2013,40
Tanzania,1968,1
Tanzania,1969,1
Tanzania,1970,1
Tanzania,1971,1
Tanzania,1972,1
Tanzania,1973,1
Tanzania,1974,1
Tanzania,1975,1
Tanzania,1976,1
Tanzania,1977,1
Tanzania,1978,1
Tanzania,1979,1
Tanzania,1980,1
Tanzania,1981,1
Tanzania,1982,1
Tanzania,1983,1
Tanzania,1984,1
Tanzania,1985,1
Tanzania,1986,1
Tanzania,1987,1
Tanzania,1988,1
Tanzania,1989,1
Tanzania,1990,1
Tanzania,1991,1
Tanzania,1992,1
Tanzania,1993,1
Tanzania,1994,1
Tanzania,1995,1
Tanzania,1996,1
Tanzania,1997,1
Tanzania,1998,1
Tanzania,1999,1
Tanzania,2000,1
Tanzania,2001,1
Tanzania,2002,1
Tanzania,2003,1
Tanzania,2004,1
Tanzania,2005,1
Tanzania,2006,1
Tanzania,2007,1
Tanzania,2008,1
Tanzania,2009,1
Tanzania,2010,1
Tanzania,2011,1
Tanzania,2012,1
Tanzania,2013,1
Thailand,1978,1
Thailand,1979,1
Thailand,1980,1
Thailand,1981,1
Thailand,1982,1
Thailand,1983,1
Thailand,1984,1
Thailand,1985,1
Thailand,1986,1
Thailand,1987,1
Thailand,1988,2
Thailand,1989,2
Thailand,1990,2
Thailand,1991,2
Thailand,1992,2
Thailand,1993,2
Thailand,1994,2
Thailand,1995,2
Thailand,1996,2
Thailand,1997,2
Thailand,1998,2
Thailand,1999,2
Thailand,2000,2
Thailand,2001,2
Thailand,2002,2
Thailand,2003,2
Thailand,2004,2
Thailand,2005,2
Thailand,2006,2
Thailand,2007,2
Thailand,2008,2
Thailand,2009,2
Thailand,2010,2
Thailand,2011,2
Thailand,2012,2
Thailand,2013,2
Togo,1995,1
Togo,1996,2
Togo,1997,3
Togo,1998,3
Togo,1999,3
Togo,2000,4
Togo,2001,5
Togo,2002,5
Togo,2003,5
Togo,2004,5
Togo,2005,5
Togo,2006,5
Togo,2007,5
Togo,2008,5
Togo,2009,5
Togo,2010,5
Togo,2011,5
Togo,2012,5
Togo,2013,5
Trinidad and Tobago,1980,2
Trinidad and Tobago,1981,2
Trinidad and Tobago,1982,2
Trinidad and Tobago,1983,2
Trinidad and Tobago,1984,3
Trinidad and Tobago,1985,3
Trinidad and Tobago,1986,3
Trinidad and Tobago,1987,4
Trinidad and Tobago,1988,4
Trinidad and Tobago,1989,4
Trinidad and Tobago,1990,4
Trinidad and Tobago,1991,4
Trinidad and Tobago,1992,4
Trinidad and Tobago,1993,4
Trinidad and Tobago,1994,4
Trinidad and Tobago,1995,4
Trinidad and Tobago,1996,4
Trinidad and Tobago,1997,4
Trinidad and Tobago,1998,4
Trinidad and Tobago,1999,4
Trinidad and Tobago,2000,4
Trinidad and Tobago,2001,4
Trinidad and Tobago,2002,4
Trinidad and Tobago,2003,4
Trinidad and Tobago,2004,4
Trinidad and Tobago,2005,4
Trinidad and Tobago,2006,4
Trinidad and Tobago,2007,4
Trinidad and Tobago,2008,4
Trinidad and Tobago,2009,4
Trinidad and Tobago,2010,4
Trinidad and Tobago,2011,4
Trinidad and Tobago,2012,4
Trinidad and Tobago,2013,4
Turkey,1968,1
Turkey,1969,1
Turkey,1970,1
Turkey,1971,1
Turkey,1972,1
Turkey,1973,1
Turkey,1974,1
Turkey,1975,1
Turkey,1976,2
Turkey,1977,2
Turkey,1978,2
Turkey,1979,3
Turkey,1980,4
Turkey,1981,4
Turkey,1982,4
Turkey,1983,5
Turkey,1984,5
Turkey,1985,6
Turkey,1986,6
Turkey,1987,6
Turkey,1988,6
Turkey,1989,6
Turkey,1990,6
Turkey,1991,6
Turkey,1992,6
Turkey,1993,6
Turkey,1994,6
Turkey,1995,6
Turkey,1996,7
Turkey,1997,7
Turkey,1998,7
Turkey,1999,7
Turkey,2000,7
Turkey,2001,7
Turkey,2002,7
Turkey,2003,7
Turkey,2004,8
Turkey,2005,8
Turkey,2006,8
Turkey,2007,8
Turkey,2008,8
Turkey,2009,8
Turkey,2010,8
Turkey,2011,8
Turkey,2012,8
Turkey,2013,8
USSR,1986,1
USSR,1987,2
USSR,1988,3
USSR,1989,4
USSR,1990,6
Uganda,1969,1
Uganda,1970,1
Uganda,1971,1
Uganda,1972,1
Uganda,1973,2
Uganda,1974,2
Uganda,1975,2
Uganda,1976,2
Uganda,1977,3
Uganda,1978,3
Uganda,1979,3
Uganda,1980,3
Uganda,1981,3
Uganda,1982,3
Uganda,1983,3
Uganda,1984,4
Uganda,1985,5
Uganda,1986,6
Uganda,1987,7
Uganda,1988,7
Uganda,1989,7
Uganda,1990,7
Uganda,1991,7
Uganda,1992,7
Uganda,1993,7
Uganda,1994,7
Uganda,1995,7
Uganda,1996,7
Uganda,1997,8
Uganda,1998,8
Uganda,1999,8
Uganda,2000,9
Uganda,2001,9
Uganda,2002,10
Uganda,2003,10
Uganda,2004,10
Uganda,2005,10
Uganda,2006,10
Uganda,2007,10
Uganda,2008,11
Uganda,2009,11
Uganda,2010,11
Uganda,2011,11
Uganda,2012,11
Uganda,2013,12
Ukraine,1993,1
Ukraine,1994,1
Ukraine,1995,1
Ukraine,1996,1
Ukraine,1997,1
Ukraine,1998,1
Ukraine,1999,1
Ukraine,2000,1
Ukraine,2001,1
Ukraine,2002,1
Ukraine,2003,2
Ukraine,2004,2
Ukraine,2005,2
Ukraine,2006,2
Ukraine,2007,2
Ukraine,2008,2
Ukraine,2009,2
Ukraine,2010,2
Ukraine,2011,2
Ukraine,2012,2
Ukraine,2013,2
United Kingdom,1971,1
United Kingdom,1972,2
United Kingdom,1973,3
United Kingdom,1974,3
United Kingdom,1975,4
United Kingdom,1976,4
United Kingdom,1977,4
United Kingdom,1978,4
United Kingdom,1979,4
United Kingdom,1980,4
United Kingdom,1981,4
United Kingdom,1982,5
United Kingdom,1983,5
United Kingdom,1984,5
United Kingdom,1985,5
United Kingdom,1986,5
United Kingdom,1987,5
United Kingdom,1988,5
United Kingdom,1989,5
United Kingdom,1990,5
United Kingdom,1991,5
United Kingdom,1992,5
United Kingdom,1993,6
United Kingdom,1994,6
United Kingdom,1995,6
United Kingdom,1996,6
United Kingdom,1997,7
United Kingdom,1998,7
United Kingdom,1999,7
United Kingdom,2000,7
United Kingdom,2001,8
United Kingdom,2002,9
United Kingdom,2003,10
United Kingdom,2004,10
United Kingdom,2005,10
United Kingdom,2006,11
United Kingdom,2007,11
United Kingdom,2008,11
United Kingdom,2009,12
United Kingdom,2010,13
United Kingdom,2011,15
United Kingdom,2012,15
United Kingdom,2013,15
United States,1968,2
United States,1969,2
United States,1970,3
United States,1971,3
United States,1972,3
United States,1973,3
United States,1974,3
United States,1975,4
United States,1976,4
United States,1977,4
United States,1978,5
United States,1979,5
United States,1980,5
United States,1981,6
United States,1982,6
United States,1983,6
United States,1984,6
United States,1985,6
United States,1986,6
United States,1987,6
United States,1988,6
United States,1989,6
United States,1990,6
United States,1991,7
United States,1992,7
United States,1993,8
United States,1994,8
United States,1995,8
United States,1996,8
United States,1997,8
United States,1998,8
United States,1999,8
United States,2000,8
United States,2001,8
United States,2002,8
United States,2003,8
United States,2004,8
United States,2005,8
United States,2006,8
United States,2007,8
United States,2008,8
United States,2009,8
United States,2010,8
United States,2011,8
United States,2012,8
United States,2013,8
Uruguay,1980,1
Uruguay,1981,2
Uruguay,1982,2
Uruguay,1983,2
Uruguay,1984,2
Uruguay,1985,2
Uruguay,1986,2
Uruguay,1987,2
Uruguay,1988,2
Uruguay,1989,2
Uruguay,1990,2
Uruguay,1991,2
Uruguay,1992,2
Uruguay,1993,2
Uruguay,1994,2
Uruguay,1995,2
Uruguay,1996,2
Uruguay,1997,2
Uruguay,1998,2
Uruguay,1999,2
Uruguay,2000,2
Uruguay,2001,2
Uruguay,2002,2
Uruguay,2003,2
Uruguay,2004,2
Uruguay,2005,2
Uruguay,2006,3
Uruguay,2007,3
Uruguay,2008,3
Uruguay,2009,3
Uruguay,2010,3
Uruguay,2011,3
Uruguay,2012,4
Uruguay,2013,4
Uzbekistan,2004,2
Uzbekistan,2005,2
Uzbekistan,2006,2
Uzbekistan,2007,2
Uzbekistan,2008,2
Uzbekistan,2009,3
Uzbekistan,2010,3
Uzbekistan,2011,3
Uzbekistan,2012,4
Uzbekistan,2013,4
Venezuela,1969,2
Venezuela,1970,2
Venezuela,1971,2
Venezuela,1972,2
Venezuela,1973,2
Venezuela,1974,2
Venezuela,1975,2
Venezuela,1976,2
Venezuela,1977,2
Venezuela,1978,2
Venezuela,1979,2
Venezuela,1980,3
Venezuela,1981,3
Venezuela,1982,3
Venezuela,1983,3
Venezuela,1984,3
Venezuela,1985,3
Venezuela,1986,3
Venezuela,1987,3
Venezuela,1988,3
Venezuela,1989,3
Venezuela,1990,4
Venezuela,1991,4
Venezuela,1992,5
Venezuela,1993,6
Venezuela,1994,6
Venezuela,1995,6
Venezuela,1996,6
Venezuela,1997,6
Venezuela,1998,6
Venezuela,1999,6
Venezuela,2000,6
Venezuela,2001,6
Venezuela,2002,6
Venezuela,2003,6
Venezuela,2004,6
Venezuela,2005,6
Venezuela,2006,6
Venezuela,2007,6
Venezuela,2008,7
Venezuela,2009,8
Venezuela,2010,8
Venezuela,2011,9
Venezuela,2012,10
Venezuela,2013,11
Vietnam,1970,1
Vietnam,1971,1
Vietnam,1972,1
Vietnam,1973,1
Vietnam,1974,1
Vietnam,1975,1
Vietnam,1976,1
Vietnam,1977,1
Vietnam,1978,1
Vietnam,1979,1
Vietnam,1980,1
Vietnam,1981,1
Vietnam,1982,1
Vietnam,1983,1
Vietnam,1984,1
Vietnam,1985,1
Vietnam,1986,1
Vietnam,1987,1
Vietnam,1988,1
Vietnam,1989,1
Vietnam,1990,1
Vietnam,1991,1
Vietnam,1992,1
Vietnam,1993,1
Vietnam,1994,1
Vietnam,1995,1
Vietnam,1996,2
Vietnam,1997,3
Vietnam,1998,3
Vietnam,1999,5
Vietnam,2000,6
Vietnam,2001,7
Vietnam,2002,7
Vietnam,2003,8
Vietnam,2004,8
Vietnam,2005,9
Vietnam,2006,9
Vietnam,2007,9
Vietnam,2008,9
Vietnam,2009,9
Vietnam,2010,9
Vietnam,2011,9
Vietnam,2012,9
Vietnam,2013,9
Yemen,2013,1
Yugoslavia,1968,2
Yugoslavia,1969,3
Yugoslavia,1970,4
Yugoslavia,1971,4
Yugoslavia,1972,5
Yugoslavia,1973,5
Yugoslavia,1974,5
Yugoslavia,1975,6
Yugoslavia,1976,7
Yugoslavia,1977,8
Yugoslavia,1978,8
Yugoslavia,1979,9
Yugoslavia,1980,9
Yugoslavia,1981,9
Yugoslavia,1982,10
Yugoslavia,1983,11
Yugoslavia,1984,12
Yugoslavia,1985,13
Yugoslavia,1986,14
Yugoslavia,1987,14
Yugoslavia,1988,15
Yugoslavia,1989,15
Yugoslavia,1990,15
Yugoslavia,1991,30
Yugoslavia,1992,15
Zambia,1987,1
Zambia,1988,1
Zambia,1989,1
Zambia,1990,1
Zambia,1991,1
Zambia,1992,1
Zambia,1993,1
Zambia,1994,1
Zambia,1995,1
Zambia,1996,1
Zambia,1997,1
Zambia,1998,1
Zambia,1999,1
Zambia,2000,1
Zambia,2001,1
Zambia,2002,2
Zambia,2003,2
Zambia,2004,2
Zambia,2005,2
Zambia,2006,2
Zambia,2007,2
Zambia,2008,2
Zambia,2009,2
Zambia,2010,2
Zambia,2011,2
Zambia,2012,2
Zambia,2013,2
Zimbabwe,1990,1
Zimbabwe,1991,2
Zimbabwe,1992,2
Zimbabwe,1993,3
Zimbabwe,1994,3
Zimbabwe,1995,3
Zimbabwe,1996,3
Zimbabwe,1997,3
Zimbabwe,1998,3
Zimbabwe,1999,3
Zimbabwe,2000,3
Zimbabwe,2001,3
Zimbabwe,2002,4
Zimbabwe,2003,4
Zimbabwe,2004,4
Zimbabwe,2005,4
Zimbabwe,2006,4
Zimbabwe,2007,4
Zimbabwe,2008,4
Zimbabwe,2009,4
Zimbabwe,2010,4
Zimbabwe,2011,4
Zimbabwe,2012,5
Zimbabwe,2013,5
